ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1EN,ADM3ALT2EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE
Manjuyod,PH184615000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Pamplona,PH184616000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
San Jose,PH184617000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Santa Catalina,PH184618000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Siaton,PH184619000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Sibulan,PH184620000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
City of Tanjay,PH184621000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Tayasan,PH184622000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Valencia,PH184623000,,Luzurriaga,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Vallehermoso,PH184624000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Zamboanguita,PH184625000,,,,Negros Oriental,PH184600000,Negros Island Region,PH180000000,Philippines (the),PH
Burgos,PH012806000,,,,Ilocos Norte,PH012800000,Region I,PH010000000,Philippines (the),PH
